Version =  1.00
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
1936876886  538976288/538976288/538976288  538976288:808333600:1952671088  27604928905478602064189061233358119503952990063191363683293024013752038534946412783449211878110946359290265447995255147820649797911349890538391594505137953437459937023030225538212701227517097428739142466007457973988477752421881971998720.00      0.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 2.094202
Extinction Coef Rayleigh  = -0.000000
Extinction Coef Oxygen2   = -0.000000
Extinction Coef Ozone     = 4.780663
Extinction Coef Dust      = 104.464105
Extinction Coef Water     = -0.000000
-------------------------------------------------------
Number of wavelengths      = 501
Responsivity normalization = 401890959920.327026
-------------------------------------------------------
Wave(nm)    WeightSum   DayResp     CumResp     SmoothResp  DayExtn     CumExtn
  548.6000      64.982    0.904047    0.953839    0.916285    0.831341    0.825371
  549.2000      65.203    0.904233    0.950119    0.917711    0.831180    0.829704
  549.8000      65.550    0.904394    0.926584    0.919118    0.831013    0.827779
  550.4000      65.550    0.904531    0.909634    0.920506    0.830841    0.828481
  551.0000      65.456    0.904646    0.956998    0.921876    0.830664    0.843473
  551.6000      65.794    0.904739    0.952779    0.923228    0.830481    0.851035
  552.2000      65.841    0.904809    0.977087    0.924562    0.830294    0.814371
  552.8000      65.951    0.904861    0.973754    0.925879    0.830102    0.806077
  553.4000      65.738    0.904893    0.952940    0.927180    0.829906    0.823407
  554.0000      66.015    0.904905    0.971521    0.928465    0.829707    0.841212
  554.6000      65.547    0.904901    0.948446    0.929734    0.829503    0.804940
  555.2000      66.254    0.904880    0.890801    0.930987    0.829297    0.797414
  555.8000      66.189    0.904844    0.898854    0.932226    0.829087    0.797647
  556.4000      65.906    0.904792    0.910752    0.933451    0.828875    0.824912
  557.0000      66.427    0.904727    0.939429    0.934662    0.828660    0.826381
  557.6000      66.427    0.904649    0.939063    0.935859    0.828444    0.823150
  558.2000      66.344    0.904560    0.930339    0.937044    0.828226    0.809769
  558.8000      66.535    0.904461    0.923546    0.938216    0.828007    0.820729
  559.4000      66.535    0.904351    0.973402    0.939375    0.827787    0.851480
