Version =  1.64
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
101  04/21/2013  08:00:00      0.00     25.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 1.008800
Extinction Coef Rayleigh  = 2.846974
Extinction Coef Oxygen2   = 2.846974
Extinction Coef Ozone     = 0.761201
Extinction Coef Dust      = 17.575153
Extinction Coef Water     = 12.857024
-------------------------------------------------------
Number of wavelengths      = 1251
Responsivity normalization = 302172611547.561830
-------------------------------------------------------
Wave(nm)	WeightSum	DayResp	CumResp	SmoothResp	DayExtn	CumExtn
408.2	1.562057072	0.976803964	0.976803964	0.976803964	0.636372151	0.636372151
408.8	1.557055122	0.973676085	0.973676085	0.973676085	0.636182043	0.636182043
409.4	1.551242691	0.970041387	0.970041387	0.970041387	0.637698411	0.637698411
410	1.544895499	0.966072286	0.966072286	0.966072286	0.640013305	0.640013305
410.6	1.538272831	0.961930921	0.961930921	0.961930921	0.641821534	0.641821534
411.2	1.531519563	0.957707888	0.957707888	0.957707888	0.642403743	0.642403743
411.8	1.524745079	0.953471588	0.953471588	0.953471588	0.643618682	0.643618682
412.4	1.518016298	0.949263867	0.949263867	0.949263867	0.64611686	0.64611686
413	1.511311961	0.945071432	0.945071432	0.945071432	0.649008753	0.649008753
413.6	1.504601051	0.940874886	0.940874886	0.940874886	0.65180579	0.65180579
414.2	1.497877911	0.936670693	0.936670693	0.936670693	0.654013416	0.654013416
414.8	1.491160888	0.932470325	0.932470325	0.932470325	0.654418002	0.654418002
415.4	1.484463446	0.928282202	0.928282202	0.928282202	0.654841761	0.654841761
416	1.477758201	0.924089199	0.924089199	0.924089199	0.656798531	0.656798531
416.6	1.47100034	0.919863293	0.919863293	0.919863293	0.658614804	0.658614804
417.2	1.464191845	0.915605725	0.915605725	0.915605725	0.660298153	0.660298153
417.8	1.457469162	0.911401817	0.911401817	0.911401817	0.662501041	0.662501041
418.4	1.450991937	0.907351402	0.907351402	0.907351402	0.663490055	0.663490055
419	1.444891152	0.903536388	0.903536388	0.903536388	0.662739008	0.662739008
419.6	1.439261272	0.900015845	0.900015845	0.900015845	0.664144933	0.664144933
420.2	1.434158471	0.896824901	0.896824901	0.896824901	0.666700092	0.666700092
420.8	1.429271708	0.893769052	0.893769052	0.893769052	0.669707987	0.669707987
421.4	1.424074912	0.890519331	0.890519331	0.890519331	0.672265039	0.672265039
422	1.41823393	0.886866779	0.886866779	0.886866779	0.673874401	0.673874401
422.6	1.412197394	0.883091941	0.883091941	0.883091941	0.673666074	0.673666074
423.2	1.406605128	0.879594919	0.879594919	0.879594919	0.674943369	0.674943369
423.8	1.401642811	0.876491825	0.876491825	0.876491825	0.677288763	0.677288763
424.4	1.396712885	0.873408985	0.873408985	0.873408985	0.679297868	0.679297868
425	1.391186276	0.869953021	0.869953021	0.869953021	0.679668676	0.679668676
425.6	1.385154153	0.866180942	0.866180942	0.866180942	0.679941733	0.679941733
426.2	1.379278375	0.862506631	0.862506631	0.862506631	0.682255132	0.682255132
426.8	1.374082555	0.85925752	0.85925752	0.85925752	0.685139532	0.685139532
427.4	1.369217267	0.856215101	0.856215101	0.856215101	0.688043399	0.688043399
428	1.364026803	0.852969339	0.852969339	0.852969339	0.6902119	0.6902119
428.6	1.35818731	0.849317718	0.849317718	0.849317718	0.690352388	0.690352388
429.2	1.352159409	0.84554828	0.84554828	0.84554828	0.690071923	0.690071923
429.8	1.346501993	0.842010517	0.842010517	0.842010517	0.69193646	0.69193646
430.4	1.341387267	0.838812117	0.838812117	0.838812117	0.694050994	0.694050994
431	1.336574956	0.835802826	0.835802826	0.835802826	0.695655395	0.695655395
431.6	1.331807681	0.832821697	0.832821697	0.832821697	0.697144827	0.697144827
432.2	1.326852366	0.829722981	0.829722981	0.829722981	0.698012157	0.698012157
432.8	1.321487786	0.826368338	0.826368338	0.826368338	0.698022071	0.698022071
433.4	1.315629461	0.822704942	0.822704942	0.822704942	0.699346446	0.699346446
434	1.309641678	0.81896059	0.81896059	0.81896059	0.701240171	0.701240171
434.6	1.303975317	0.815417235	0.815417235	0.815417235	0.703502306	0.703502306
435.2	1.298815703	0.812190764	0.812190764	0.812190764	0.705576732	0.705576732
435.8	1.293966259	0.809158252	0.809158252	0.809158252	0.707460844	0.707460844
436.4	1.289200128	0.806177839	0.806177839	0.806177839	0.708090127	0.708090127
437	1.284282403	0.803102629	0.803102629	0.803102629	0.709046937	0.709046937
437.6	1.27897284	0.799782391	0.799782391	0.799782391	0.710316388	0.710316388
438.2	1.273137484	0.796133357	0.796133357	0.796133357	0.71140384	0.71140384
438.8	1.267133435	0.792378834	0.792378834	0.792378834	0.712690042	0.712690042
439.4	1.261457168	0.788829284	0.788829284	0.788829284	0.713993497	0.713993497
440	1.256330589	0.785623471	0.785623471	0.785623471	0.714160323	0.714160323
440.6	1.251438982	0.782564594	0.782564594	0.782564594	0.714688457	0.714688457
441.2	1.246424113	0.779428637	0.779428637	0.779428637	0.716201752	0.716201752
441.8	1.241279994	0.776211856	0.776211856	0.776211856	0.717767412	0.717767412
442.4	1.236315371	0.773107319	0.773107319	0.773107319	0.719521726	0.719521726
443	1.231797639	0.770282237	0.770282237	0.770282237	0.721247804	0.721247804
443.6	1.227651361	0.767689438	0.767689438	0.767689438	0.722728754	0.722728754
444.2	1.223663334	0.765195598	0.765195598	0.765195598	0.724229887	0.724229887
444.8	1.219634313	0.762676123	0.762676123	0.762676123	0.724349779	0.724349779
445.4	1.21540363	0.760030542	0.760030542	0.760030542	0.725122645	0.725122645
446	1.210820948	0.757164845	0.757164845	0.757164845	0.727172378	0.727172378
446.6	1.205864374	0.754065342	0.754065342	0.754065342	0.729078131	0.729078131
447.2	1.200666484	0.750814936	0.750814936	0.750814936	0.730617405	0.730617405
