Wavelength (nm)	Intensity
543.311597	644.203791
544.246597	672.432368
545.181597	559.576286
546.116597	445.118834
547.051597	410.922267
547.986597	366.664544
548.921597	302.098815
549.856597	249.108036
550.791597	265.303099
551.726597	355.496783
552.661597	454.606274
553.596597	514.859719
554.531597	485.966367
555.466597	384.103592
556.401597	406.025196
557.336597	360.170031
558.271597	338.064730
559.206597	312.981488
560.141597	307.271043
561.076597	288.497464
562.011597	287.848506
562.946597	247.953079
563.881597	213.385336
564.816597	262.262193
565.751597	280.317626
566.686597	300.025668
567.621597	286.409732
568.556597	371.326518
569.491597	277.964021
570.426597	303.784089
571.361597	320.468513
572.296597	385.910541
573.231597	347.130247
574.166597	302.688476
575.101597	363.214705
576.036597	391.255204
576.971597	464.523394
577.906597	413.857526
578.841597	346.832352
579.776597	468.367431
580.711597	444.592916
581.646597	435.124992
582.581597	496.729700
583.516597	484.764496
584.451597	599.874561
585.386597	578.059305
586.321597	509.174371
587.256597	369.627516
588.191597	458.128269
589.126597	527.436244
590.061597	545.056155
590.996597	476.995906
591.931597	456.108348
592.866597	457.691642
593.801597	431.828946
594.736597	499.492417
595.671597	388.061277
596.606597	439.481121
597.541597	415.290216
598.476597	433.252527
599.411597	492.591523
600.346597	470.016995
601.281597	391.187515
602.216597	377.371295
603.151597	353.545694
604.086597	354.551111
605.021597	356.851028
605.956597	321.745089
606.891597	311.411974
607.826597	301.487623
608.761597	362.146236
609.696597	351.961086
610.631597	326.867120
611.566597	383.535942
612.501597	314.746775
613.436597	273.775459
614.371597	489.754120
615.306597	576.141249
616.241597	554.129516
617.176597	431.937621
618.111597	392.480998
619.046597	469.127101
619.981597	408.204120
620.916597	398.033069
621.851597	477.642803
622.786597	451.885268
623.721597	424.377665
624.656597	413.859711
625.591597	444.792226
626.526597	476.096860
627.461597	512.549719
628.396597	545.217334
629.331597	553.126594
630.266597	515.988207
631.201597	509.540983
632.136597	475.686482
633.071597	547.727033
634.006597	538.068357
634.941597	609.566413
635.876597	574.252786
636.811597	558.155613
637.746597	565.008360
638.681597	581.798866
639.616597	539.902502
640.551597	562.613131
641.486597	667.970520
642.421597	620.605389
643.356597	651.957111
644.291597	740.790735
645.226597	678.583528
646.161597	707.397165
647.096597	759.612482
648.031597	774.095988
648.966597	659.935672
649.901597	750.115462
650.836597	696.336623
651.771597	721.587830
652.706597	655.859849
653.641597	689.041410
654.576597	709.595745
655.511597	708.848597
656.446597	669.174299
657.381597	669.857050
658.316597	742.310662
659.251597	663.578354
660.186597	678.323513
661.121597	702.387534
662.056597	610.052960
662.991597	636.128739
663.926597	590.548839
664.861597	603.005826
665.796597	613.206187
666.731597	530.204073
667.666597	582.555877
668.601597	530.863165
669.536597	583.141215
670.471597	605.334822
671.406597	479.545203
672.341597	452.211084
673.276597	444.995681
674.211597	417.254873
675.146597	389.391366
676.081597	483.385772
677.016597	576.536078
677.951597	465.150794
678.886597	390.019708
679.821597	373.413327
680.756597	355.927037
681.691597	361.915970
682.626597	448.782678
683.561597	415.928168
684.496597	393.514551
685.431597	334.774294
686.366597	312.589584
687.301597	317.973531
688.236597	312.894845
689.171597	243.006793
690.106597	290.592106
691.041597	226.897689
691.976597	319.769496
692.911597	289.298494
693.846597	292.344136
694.781597	301.581638
695.716597	341.736904
696.651597	338.601074
697.586597	347.602227
698.521597	328.124254
699.456597	325.237068
700.391597	297.951522
701.326597	286.390829
702.261597	324.923422
703.196597	324.996223
704.131597	371.822656
705.066597	423.546285
706.001597	369.451915
706.936597	337.472235
707.871597	370.107541
708.806597	379.241871
709.741597	334.330813
710.676597	354.266378
711.611597	411.493560
712.546597	381.170109
713.481597	385.588916
714.416597	367.516792
715.351597	385.517030
716.286597	415.497406
717.221597	457.288256
718.156597	495.718642
719.091597	444.924605
720.026597	484.607726
720.961597	453.097790
721.896597	468.438012
722.831597	431.630582
723.766597	413.192356
724.701597	420.462429
725.636597	445.428820
726.571597	454.140535
727.506597	478.450183
728.441597	477.634860
729.376597	438.045377
730.311597	480.130869
731.246597	490.528058
732.181597	526.468053
733.116597	516.325587
734.051597	522.568353
734.986597	574.503139
735.921597	536.313713
736.856597	558.120063
737.791597	475.543028
738.726597	479.508870
739.661597	572.439750
740.596597	577.702564
741.531597	577.333774
742.466597	578.287111
743.401597	613.700410
744.336597	591.648418
745.271597	726.070708
746.206597	792.732708
747.141597	748.849201
748.076597	734.723203
749.011597	656.550759
749.946597	521.665373
750.881597	534.121323
751.816597	508.595064
752.751597	486.330845
753.686597	483.197965
754.621597	440.564664
755.556597	437.126087
756.491597	442.135385
757.426597	473.563106
758.361597	449.976127
759.296597	351.411933
760.231597	318.012649
761.166597	299.712527
762.101597	276.704470
763.036597	249.506207
763.971597	276.234170
764.906597	339.434073
765.841597	307.239487
766.776597	275.673398
767.711597	396.517756
768.646597	446.131666
769.581597	439.810521
770.516597	475.045314
771.451597	519.568288
772.386597	597.668555
773.321597	537.211095
774.256597	397.463371
775.191597	651.398235
776.126597	2442.362986
777.061597	2599.944553
777.996597	1791.870643
778.931597	1377.527521
779.866597	1025.970422
780.801597	801.749299
781.736597	593.959807
782.671597	442.167784
783.606597	399.312009
784.541597	307.730656
785.476597	311.317704
786.411597	247.492151
787.346597	209.956254
788.281597	226.048032
789.216597	196.497975
790.151597	178.833103
791.086597	201.971861
792.021597	233.649851
792.956597	170.544226
793.891597	194.321343
794.826597	207.799046
795.761597	274.577227
796.696597	207.749930
797.631597	176.180316
798.566597	190.166137
799.501597	204.460651
800.436597	197.141338
801.371597	156.755486
802.306597	164.831639
803.241597	194.638900
804.176597	181.642615
805.111597	154.638656
806.046597	171.682617
806.981597	214.373888
807.916597	188.968335
808.851597	228.626253
809.786597	230.142722
810.721597	213.482607
811.656597	180.821390
812.591597	174.677413
813.526597	145.963738
814.461597	183.176070
815.396597	220.376366
816.331597	215.431995
817.266597	247.526928
818.201597	206.839642
819.136597	268.528721
820.071597	366.743990
821.006597	418.921050
821.941597	354.917754
822.876597	320.798753
823.811597	249.483419
824.746597	231.680966
825.681597	200.105698
826.616597	198.258813
827.551597	142.547807
828.486597	109.764844
829.421597	110.825136
830.356597	130.929049
831.291597	138.431390
832.226597	179.315577
833.161597	145.587164
834.096597	178.419018
835.031597	165.827262
835.966597	152.810669
836.901597	173.290856
837.836597	162.873721
838.771597	198.047620
839.706597	170.328117
840.641597	122.438857
841.576597	111.709268
842.511597	149.869009
843.446597	477.990889
844.381597	627.214885
845.316597	487.281152
846.251597	347.925817
847.186597	321.086564
848.121597	249.168120
849.056597	224.452300
849.991597	219.866207
850.926597	184.251442
851.861597	145.675635
852.796597	169.247079
853.731597	152.023029
854.666597	176.327547
855.601597	167.938799
856.536597	209.450383
857.471597	193.525225
858.406597	145.068204
859.341597	115.953150
860.276597	166.553243
861.211597	204.847697
862.146597	205.042374
863.081597	238.050614
864.016597	207.357086
864.951597	171.805703
865.886597	168.813275
866.821597	336.136075
867.756597	650.853010
868.691597	653.694597
869.626597	540.931939
870.561597	410.858013
871.496597	388.997106
872.431597	339.693554
873.366597	221.893243
874.301597	216.063081
875.236597	199.065082
876.171597	270.561623
877.106597	234.686850
878.041597	184.306403
878.976597	131.462491
879.911597	314.469632
880.846597	351.997375
881.781597	383.248004
882.716597	411.669498
883.651597	334.528155
884.586597	293.196119
885.521597	293.339273
886.456597	246.554192
887.391597	186.193868
888.326597	141.345232
889.261597	114.641000
890.196597	121.897249
891.131597	135.599299
892.066597	95.250495
893.001597	72.391559
893.936597	66.651671
894.871597	70.711311
895.806597	46.462576
896.741597	37.373715
897.676597	38.550722
898.611597	48.274511
899.546597	70.359328
900.481597	18.275040
905.156597	23.499041
906.091597	13.044379
907.026597	34.690938
907.961597	9.804933
908.896597	30.323916
909.831597	28.865353
910.766597	12.556095
911.701597	12.091041
912.636597	19.880150
913.571597	29.933863
914.506597	43.102472
915.441597	76.464757
916.376597	52.606802
917.311597	39.481613
918.246597	47.137253
919.181597	13.255686
920.116597	25.532908
921.051597	32.068714
921.986597	1.387707
923.856597	8.812067
924.791597	32.012457
925.726597	51.825868
926.661597	84.784852
927.596597	73.214715
928.531597	49.979385
929.466597	52.390369
930.401597	3.977151
931.336597	18.694717
943.491597	9.741595
